Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
15-November-2019,184.40,184.55,180.50,182.95,182.647665580890336590,3684,469,672874.00,2120,57.55,4.05,-1.45
14-November-2019,186.00,186.40,184.10,184.90,185.833305467313158334,5981,705,1111469.00,5233,87.49,2.30,-1.10
13-November-2019,185.00,190.00,184.00,184.90,187.467094501069586007,7947,368,1489801.00,1725,21.71,6.00,-0.10
11-November-2019,185.25,186.00,178.35,181.75,181.668576038725292456,12395,839,2251782.00,8225,66.36,7.65,-3.50
8-November-2019,190.00,190.00,181.65,184.70,184.802027348799238043,14699,509,2716405.00,8314,56.56,8.35,-5.30
7-November-2019,188.70,198.70,188.70,193.55,193.717636579572446555,10104,585,1957323.00,4337,42.92,10.00,4.85
6-November-2019,196.90,196.90,188.70,189.95,191.020063055316709658,3489,94,666469.00,2206,63.23,8.20,-6.95
5-November-2019,195.00,196.75,192.20,193.75,194.314720812182741116,4925,663,957000.00,2011,40.83,4.55,-1.25
4-November-2019,196.00,198.40,193.80,194.85,196.509541209906617945,4926,164,968006.00,2687,54.55,4.60,-1.15
1-November-2019,193.40,195.85,192.00,194.35,193.304444996275142786,8054,268,1556874.00,2954,36.68,3.85,0.95
31-October-2019,190.00,197.05,188.40,191.95,193.891622340425531914,3008,230,583226.00,1880,62.50,8.65,1.95
30-October-2019,192.50,193.30,189.50,190.05,191.149133663366336633,3232,216,617794.00,1687,52.20,3.80,-2.45
29-October-2019,189.10,192.90,189.00,191.60,191.359236854350860865,8596,250,1644924.00,6197,72.09,3.90,2.50
27-October-2019,188.80,190.30,188.00,188.25,188.614919963757173059,3311,84,624504.00,2372,71.64,2.30,-0.55
25-October-2019,188.00,188.85,185.50,187.00,187.934010152284263959,1773,61,333207.00,1318,74.34,3.35,-1.00
24-October-2019,188.15,190.80,185.70,186.85,187.605775541457011594,4571,264,857546.00,3154,69.00,5.10,-1.30
23-October-2019,189.50,190.90,185.00,186.80,188.072606924643584521,9820,361,1846873.00,5863,59.70,5.90,-2.70
22-October-2019,188.30,193.60,188.30,188.75,190.130484657298537424,3487,287,662985.00,1707,48.95,5.30,0.45
18-October-2019,187.80,189.90,186.60,187.30,188.070764345656611476,4409,298,829204.00,1737,39.40,3.30,-0.50
17-October-2019,188.10,188.40,184.95,185.65,186.428477474514962183,3041,112,566929.00,1261,41.47,3.45,-2.45
16-October-2019,194.00,194.00,185.50,186.90,187.884615384615384615,4602,264,864645.00,843,18.32,8.50,-7.10
15-October-2019,189.10,189.85,178.00,186.00,183.191470054446460980,9918,244,1816893.00,5651,56.98,11.85,-3.10
14-October-2019,183.00,186.60,182.50,186.05,185.067423014586709886,3085,174,570933.00,1717,55.66,4.10,3.05
11-October-2019,182.35,184.90,180.30,180.65,181.471537660534536619,5762,266,1045639.00,3723,64.61,4.60,-1.70
10-October-2019,181.00,185.00,180.45,181.95,182.474295190713101160,1206,64,220064.00,639,52.98,4.55,0.95
9-October-2019,184.00,184.00,176.40,181.75,181.178075396825396825,4032,407,730510.00,1718,42.61,7.60,-2.25
7-October-2019,191.95,191.95,184.00,185.60,186.714565963707699852,4078,334,761422.00,2696,66.11,7.95,-6.35
4-October-2019,190.00,194.30,187.00,188.20,190.194779116465863453,4482,170,852453.00,1913,42.68,7.30,-1.80
3-October-2019,197.55,198.00,192.10,193.05,194.099966113181972212,5902,200,1145578.00,3149,53.35,5.90,-4.50
1-October-2019,208.50,208.50,198.00,201.60,203.319316081330868761,12984,462,2639898.00,6646,51.19,10.50,-6.90
30-September-2019,208.10,215.40,208.00,209.70,211.573533280715601157,15204,514,3216764.00,6323,41.59,7.40,1.60
27-September-2019,205.00,208.30,204.50,206.30,206.369249622926093514,10608,373,2189165.00,4783,45.09,3.80,1.30
26-September-2019,206.90,207.25,202.00,204.80,204.085825039287585123,47725,1345,9739996.00,24920,52.22,5.25,-2.10
25-September-2019,197.95,205.15,195.30,197.50,200.351431087626596213,22710,873,4549981.00,5474,24.10,9.85,-0.45
24-September-2019,195.65,197.65,195.05,196.90,196.780688460705780471,4619,182,908930.00,3114,67.42,2.60,1.25
23-September-2019,198.00,199.25,194.15,195.65,196.086617853248169496,38514,460,7552080.00,31242,81.12,5.10,-2.35
20-September-2019,195.80,197.60,188.00,193.55,193.931648110969154955,10958,547,2125103.00,5958,54.37,9.60,-2.25
19-September-2019,193.05,198.25,188.25,190.10,193.571549380851706433,16555,573,3204577.00,5594,33.79,10.00,-2.95
18-September-2019,193.95,193.95,188.65,190.65,191.245095474758043421,22938,799,4386780.00,14537,63.38,5.30,-3.30
17-September-2019,195.00,196.00,188.60,191.60,191.816053511705685618,11063,454,2122061.00,7236,65.41,7.40,-3.40
16-September-2019,196.50,200.25,192.05,193.85,196.147349148224804967,12562,409,2464003.00,6674,53.13,8.20,-2.65
13-September-2019,198.35,200.00,196.25,197.00,198.042955086050090947,7147,212,1415413.00,3667,51.31,3.75,-1.35
12-September-2019,199.00,204.00,196.10,198.00,200.316933863788553196,25387,810,5085446.00,9903,39.01,7.90,-1.00
11-September-2019,193.95,208.25,190.20,201.05,201.135142264270390039,56866,2166,11437751.00,26189,46.05,18.05,7.10
9-September-2019,190.50,195.65,190.30,194.85,193.317291404247925987,23023,622,4450744.00,10441,45.35,5.35,4.35
6-September-2019,195.00,196.35,189.50,190.15,191.831385194142146983,7443,418,1427801.00,4569,61.39,6.85,-4.85
5-September-2019,188.20,190.30,188.20,190.10,189.570196454240536655,6261,466,1186899.00,4665,74.51,2.10,1.90
4-September-2019,188.80,189.25,186.75,187.60,187.875122589081399150,3059,303,574710.00,2423,79.21,2.50,-1.20
3-September-2019,185.50,189.20,185.30,187.00,187.646354733405875952,1838,100,344894.00,1059,57.62,3.90,1.50
30-August-2019,190.70,193.80,186.75,187.15,189.531661600810536980,3948,160,748271.00,2819,71.40,7.05,-3.55
29-August-2019,191.00,191.90,188.55,190.70,190.548811330298431967,1977,146,376715.00,1060,53.62,3.35,-0.30
28-August-2019,191.35,193.00,189.10,190.70,191.425771680548750612,4082,148,781400.00,2515,61.61,3.90,-0.65
27-August-2019,190.90,194.45,188.15,191.35,191.435943643512450851,12208,356,2337050.00,5316,43.55,6.30,0.45
26-August-2019,182.00,196.70,180.30,188.30,191.141260343730108211,39275,987,7507073.00,6500,16.55,16.40,6.30
23-August-2019,171.25,180.80,168.35,179.95,173.954477868008692668,8743,327,1520884.00,3260,37.29,12.45,8.70
22-August-2019,177.40,178.40,172.25,173.25,174.604171338865216416,4459,219,778560.00,1964,44.05,6.15,-4.15
21-August-2019,182.95,183.35,174.40,177.90,180.275386996904024767,6460,307,1164579.00,3604,55.79,8.95,-5.05
20-August-2019,185.90,187.75,180.00,182.50,184.323039129671872258,5699,292,1050457.00,2775,48.69,7.75,-3.40
19-August-2019,184.90,187.75,183.25,185.25,185.685219422010314294,10277,313,1908287.00,5700,55.46,4.50,0.35
16-August-2019,177.00,182.90,168.20,181.15,177.318905112008560284,28971,945,5137106.00,8621,29.76,14.70,4.15
14-August-2019,165.30,169.95,163.85,166.10,165.953183520599250936,5340,351,886190.00,2274,42.58,6.10,0.80
13-August-2019,161.10,163.10,157.75,159.00,160.047946725860155382,4505,239,721016.00,3237,71.85,5.35,-2.10
9-August-2019,160.20,163.60,157.90,160.15,160.548347613219094247,4902,183,787008.00,2444,49.86,5.70,-0.05
8-August-2019,157.10,157.35,155.35,156.80,156.702290076335877862,393,24,61584.00,228,58.02,2.00,-0.30
7-August-2019,155.00,157.50,154.65,156.30,156.553777208706786171,1562,71,244537.00,1080,69.14,2.85,1.30
6-August-2019,154.00,156.00,153.10,153.80,154.387969094922737306,1812,75,279751.00,1083,59.77,2.90,-0.20
5-August-2019,154.05,154.30,151.30,154.00,153.025961538461538461,1040,51,159147.00,622,59.81,3.00,-0.05
2-August-2019,155.20,156.90,154.05,154.50,155.209059233449477351,2583,117,400905.00,1489,57.65,2.85,-0.70
1-August-2019,157.00,158.35,152.50,154.50,156.292473118279569892,1395,111,218028.00,415,29.75,5.85,-2.50
31-July-2019,154.70,157.15,154.70,156.70,155.774436090225563909,266,31,41436.00,139,52.26,2.45,2.00
30-July-2019,158.85,160.20,152.00,153.40,156.060975609756097560,1886,134,294331.00,1025,54.35,8.20,-5.45
29-July-2019,163.00,163.00,158.00,159.40,159.973345588235294117,7616,288,1218357.00,5280,69.33,5.00,-3.60
26-July-2019,165.80,167.25,164.00,164.60,165.478082191780821917,1460,112,241598.00,1161,79.52,3.25,-1.20
25-July-2019,166.90,167.35,165.00,166.60,165.865579302587176602,1778,100,294909.00,783,44.04,2.35,-0.30
24-July-2019,169.10,169.10,165.95,166.90,167.225309421571103814,3959,138,662045.00,1660,41.93,3.15,-2.20
23-July-2019,170.60,170.60,169.00,169.80,169.734647887323943661,1775,86,301279.00,706,39.77,1.60,-0.80
22-July-2019,169.45,170.35,167.65,168.40,168.475760992108229988,887,45,149438.00,442,49.83,2.70,-1.05
19-July-2019,174.35,175.15,170.20,171.80,173.882988298829882988,1111,91,193184.00,597,53.74,4.95,-2.55
18-July-2019,176.60,176.60,173.95,174.95,175.071005917159763313,507,46,88761.00,162,31.95,2.65,-1.65
17-July-2019,177.70,177.75,176.00,177.00,176.884816753926701570,382,32,67570.00,204,53.40,1.75,-0.70
16-July-2019,177.80,177.80,175.00,175.15,175.219140083217753120,721,24,126333.00,550,76.28,2.80,-2.65
15-July-2019,176.60,177.70,175.00,175.90,175.649726348709929632,1279,58,224656.00,806,63.02,2.70,-0.70
12-July-2019,173.00,178.00,173.00,176.15,176.171003717472118959,538,37,94780.00,247,45.91,5.00,3.15
11-July-2019,175.75,176.60,173.55,175.40,174.786622073578595317,1495,101,261306.00,656,43.88,3.05,-0.35
10-July-2019,178.70,178.70,173.50,175.00,175.028720626631853785,766,57,134072.00,454,59.27,5.20,-3.70
9-July-2019,173.85,179.65,172.20,177.05,176.116942909760589318,2172,128,382526.00,1383,63.67,7.45,3.20
8-July-2019,178.10,178.10,171.00,174.60,174.920037336652146857,3214,143,562193.00,1685,52.43,7.10,-3.50
5-July-2019,180.75,181.30,177.55,178.10,179.038582953349701858,2851,114,510439.00,2408,84.46,3.75,-2.65
4-July-2019,180.15,180.60,178.40,178.50,179.327495621716287215,571,34,102396.00,226,39.58,2.20,-1.65
3-July-2019,180.75,181.50,179.00,179.60,180.077072899276572064,3594,119,647197.00,2270,63.16,2.50,-1.15
2-July-2019,182.90,182.90,179.25,179.45,180.283720930232558139,1290,72,232566.00,968,75.04,3.65,-3.45
1-July-2019,181.00,184.50,180.05,183.35,182.528372093023255813,1075,55,196218.00,656,61.02,4.45,2.35
28-June-2019,185.05,185.05,179.95,182.25,181.766621438263229308,1474,94,267924.00,757,51.36,5.10,-2.80
27-June-2019,172.80,184.40,172.25,181.00,180.514616848296142535,5781,246,1043555.00,1897,32.81,12.15,8.20
26-June-2019,171.80,172.30,168.65,170.70,170.899228130360205831,2332,87,398537.00,1184,50.77,3.65,-1.10
25-June-2019,167.55,173.35,166.35,169.90,168.834696261682242990,1712,132,289045.00,657,38.38,7.00,2.35
24-June-2019,171.05,172.15,168.10,168.55,169.458260869565217391,2300,103,389754.00,1669,72.57,4.05,-2.50
21-June-2019,171.95,173.20,169.05,169.85,171.128537735849056603,1696,74,290234.00,866,51.06,4.15,-2.10
20-June-2019,173.00,173.80,168.05,172.25,170.509535374739128842,409685,198,69855199.00,407388,99.44,5.75,-0.75
19-June-2019,180.10,180.10,169.95,171.45,173.314468085106382978,4700,180,814578.00,2250,47.87,10.15,-8.65
18-June-2019,180.00,180.00,176.00,177.55,178.195668409260642270,1339,85,238604.00,638,47.65,4.00,-2.45
17-June-2019,183.80,183.80,178.50,178.75,180.467275494672754946,3285,92,592835.00,2349,71.51,5.30,-5.05
14-June-2019,183.20,187.00,179.70,184.25,184.041780821917808219,2920,146,537402.00,1647,56.40,7.30,1.05
13-June-2019,182.20,186.20,180.25,183.35,182.566650965614696184,6369,265,1162767.00,2748,43.15,5.95,1.15
12-June-2019,184.50,187.00,183.00,183.75,184.042431537767077941,3323,82,611573.00,2336,70.30,4.00,-0.75
11-June-2019,188.00,188.00,182.85,184.55,184.495865139949109414,3144,147,580055.00,1468,46.69,5.15,-3.45
10-June-2019,191.05,191.05,184.60,188.10,186.899842271293375394,3804,242,710967.00,942,24.76,6.45,-2.95
7-June-2019,188.65,191.75,188.10,190.90,190.080239970003749531,2667,100,506944.00,1459,54.71,3.65,2.25
6-June-2019,192.60,193.75,185.75,189.40,191.577312847335730630,3059,167,586035.00,1613,52.73,8.00,-3.20
4-June-2019,209.80,209.80,191.00,192.10,192.782622399663794914,9518,362,1834905.00,4350,45.70,18.80,-17.70
3-June-2019,198.80,198.80,191.70,194.75,194.585518102372034956,1602,107,311726.00,293,18.29,7.10,-4.05
31-May-2019,201.30,201.90,194.20,196.35,198.084261036468330134,5210,207,1032019.00,1704,32.71,7.70,-4.95
30-May-2019,209.00,209.00,200.65,201.90,203.757675226877775632,5179,211,1055261.00,1222,23.60,8.35,-7.10
29-May-2019,201.00,208.35,201.00,204.55,204.283066000525900604,7606,216,1553777.00,3098,40.73,7.35,3.55
28-May-2019,209.80,209.80,201.70,204.10,205.459278303186116977,10891,350,2237657.00,5357,49.19,8.10,-5.70
27-May-2019,198.00,209.00,197.80,208.15,204.243137801309739445,14354,511,2931706.00,6069,42.28,11.20,10.15
24-May-2019,188.05,195.40,187.00,194.90,190.193481034682751420,8621,238,1639658.00,1782,20.67,8.40,6.85
23-May-2019,185.85,190.00,183.05,184.80,186.761154855643044619,3048,156,569248.00,1727,56.66,6.95,-1.05
22-May-2019,189.10,189.10,179.90,181.30,181.832134292565947242,4587,177,834064.00,2101,45.80,9.20,-7.80
21-May-2019,184.55,186.00,181.20,182.10,183.156883671291355389,1874,108,343236.00,935,49.89,4.80,-2.45
20-May-2019,183.00,187.50,183.00,184.15,184.528780487804878048,2050,116,378284.00,1288,62.83,4.50,1.15
17-May-2019,184.70,185.20,177.25,179.50,179.156195244055068836,3995,134,715729.00,2645,66.21,7.95,-5.20
16-May-2019,183.90,184.75,180.00,183.55,182.585365853658536585,369,26,67374.00,184,49.86,4.75,-0.35
15-May-2019,182.50,185.75,181.20,182.50,183.146547179757511860,1897,98,347429.00,764,40.27,4.55,0.00
14-May-2019,180.75,182.85,179.05,182.05,180.493286921929388363,2011,77,362972.00,1295,64.40,3.80,1.30
13-May-2019,182.70,182.85,179.35,181.40,180.701537433155080213,2992,131,540659.00,1348,45.05,3.50,-1.30
10-May-2019,183.25,186.25,182.20,182.95,183.172749391727493917,822,59,150568.00,427,51.95,4.05,-0.30
9-May-2019,181.00,186.10,181.00,183.95,184.218271827182718271,2222,170,409333.00,1085,48.83,5.10,2.95
8-May-2019,184.70,185.35,180.90,183.00,182.521562389536938847,5658,164,1032707.00,2436,43.05,4.45,-1.70
7-May-2019,190.00,191.50,186.00,187.00,188.320859026153519030,4703,168,885673.00,3489,74.19,5.50,-3.00
6-May-2019,190.05,190.80,187.55,187.90,189.350023843586075345,2097,103,397067.00,1091,52.03,3.25,-2.15
3-May-2019,196.00,196.95,189.65,190.90,193.793659779224455137,3533,151,684673.00,1750,49.53,7.30,-5.10
2-May-2019,190.05,194.65,187.50,192.55,192.017053529133112269,2111,130,405348.00,1381,65.42,7.15,2.50
30-April-2019,199.00,199.00,192.10,192.75,194.422767343809888846,2609,128,507249.00,1329,50.94,6.90,-6.25
26-April-2019,200.70,203.65,196.85,199.50,200.195110024449877750,2045,120,409399.00,830,40.59,6.80,-1.20
25-April-2019,198.95,208.25,197.95,200.70,202.060303893637226970,2106,145,425539.00,915,43.45,10.30,1.75
24-April-2019,200.00,202.00,198.10,201.35,200.324044301536262951,2799,133,560707.00,1602,57.23,3.90,1.35
23-April-2019,202.75,202.80,198.00,199.55,199.836810228802153432,8916,294,1781745.00,5904,66.22,4.80,-3.20
22-April-2019,205.75,205.75,200.80,201.70,202.208421052631578947,4275,154,864441.00,1631,38.15,4.95,-4.05
18-April-2019,206.80,209.00,204.85,207.05,207.073019801980198019,1616,81,334630.00,747,46.23,4.15,0.25
16-April-2019,211.00,211.70,203.25,207.10,207.766190075693860386,3567,150,741102.00,1438,40.31,8.45,-3.90
15-April-2019,208.35,211.10,207.30,209.05,209.182707478699905332,3169,128,662900.00,1221,38.53,3.80,0.70
12-April-2019,211.00,212.00,207.40,209.25,210.074790919952210274,4185,137,879163.00,1758,42.01,4.60,-1.75
11-April-2019,209.45,212.00,208.95,210.80,210.250985272764986517,4821,205,1013620.00,1149,23.83,3.05,1.35
10-April-2019,213.85,213.85,209.60,210.30,211.144071588366890380,2235,85,471907.00,1160,51.90,4.25,-3.55
9-April-2019,210.05,222.30,210.05,214.85,217.757591135921508923,35469,803,7723644.00,8606,24.26,12.25,4.80
8-April-2019,209.70,215.85,209.60,210.60,212.392664337885042870,6298,189,1337649.00,3597,57.11,6.25,0.90
5-April-2019,209.70,211.55,207.85,210.10,209.636871508379888268,1969,87,412775.00,850,43.17,3.70,0.40
4-April-2019,211.15,213.05,210.20,210.50,211.185706833594157537,1917,56,404843.00,706,36.83,2.85,-0.65
3-April-2019,214.00,215.00,210.00,210.80,213.493582089552238805,6700,126,1430407.00,3031,45.24,5.00,-3.20
2-April-2019,215.60,219.05,213.00,213.55,215.921406180026869682,4466,157,964305.00,2164,48.45,6.05,-2.05
1-April-2019,209.60,217.00,208.00,214.45,211.659574468085106382,7191,175,1522044.00,3575,49.71,9.00,4.85
29-March-2019,209.35,209.95,205.10,205.95,207.769641125121241513,4124,97,856842.00,1979,47.99,4.85,-3.40
28-March-2019,209.75,210.65,204.10,205.25,207.378779840848806366,3770,98,781818.00,1790,47.48,6.55,-4.50
27-March-2019,205.00,211.00,205.00,206.50,207.698782961460446247,5916,148,1228746.00,3468,58.62,6.00,1.50
26-March-2019,206.75,209.15,204.05,206.30,205.840806105413784879,8386,127,1726181.00,5804,69.21,5.10,-0.45
25-March-2019,211.00,211.00,206.30,206.80,208.305087847730600292,5464,141,1138179.00,3082,56.41,4.70,-4.20
22-March-2019,222.00,222.00,211.10,211.45,215.122519643094952723,7509,197,1615355.00,5013,66.76,10.90,-10.55
20-March-2019,217.40,219.40,215.00,216.55,217.155211608222490931,20675,459,4489684.00,9753,47.17,4.40,-0.85
19-March-2019,210.00,214.55,208.70,213.35,212.684491059147180192,5816,214,1236973.00,3004,51.65,5.85,3.35
18-March-2019,211.95,213.90,209.15,211.65,211.011837951595931252,11404,266,2406379.00,6590,57.79,4.75,-0.30
15-March-2019,215.60,217.05,207.00,209.15,212.861953853706431026,10185,383,2167999.00,4935,48.45,10.05,-6.45
14-March-2019,222.00,222.00,213.25,214.35,216.416257166257166257,9768,236,2113954.00,7628,78.09,8.75,-7.65
13-March-2019,217.20,222.85,214.15,219.05,219.332218506131549609,10764,285,2360892.00,4554,42.31,8.70,1.85
12-March-2019,221.75,224.20,218.60,218.95,221.333568821382314847,16986,260,3759572.00,10389,61.16,5.60,-2.80
11-March-2019,221.20,244.00,212.00,217.40,222.094402195665847103,34978,853,7768418.00,6274,17.94,32.00,-3.80
8-March-2019,205.80,226.40,205.80,219.40,221.485132979418917858,38239,1353,8469370.00,9328,24.39,20.60,13.60
7-March-2019,207.00,210.35,207.00,208.00,208.529100529100529100,2457,122,512356.00,1112,45.26,3.35,1.00
6-March-2019,209.00,212.00,203.55,207.25,208.578901650419843644,10361,247,2161086.00,6268,60.50,8.45,-1.75
5-March-2019,198.00,210.50,198.00,205.85,204.946079250961377696,11962,546,2451565.00,3252,27.19,12.50,7.85
1-March-2019,189.75,200.00,188.15,198.20,195.057001834541801345,22894,495,4465635.00,10979,47.96,11.85,8.45
28-February-2019,188.45,188.45,186.25,187.60,188.044953724107536359,4538,40,853348.00,4203,92.62,2.20,-0.85
27-February-2019,189.85,190.10,185.45,187.15,187.521164021164021164,4914,126,921479.00,2589,52.69,4.65,-2.70
26-February-2019,184.95,190.20,184.95,187.45,188.700840842232053925,43171,240,8146404.00,39425,91.32,5.25,2.50
25-February-2019,193.80,193.80,187.15,187.85,188.938164045898852528,4706,108,889143.00,3021,64.19,6.65,-5.95
22-February-2019,186.55,191.50,186.55,190.65,189.860289057123193392,10171,278,1931069.00,5789,56.92,4.95,4.10
21-February-2019,191.35,191.55,187.25,189.30,189.039394384830221960,6803,139,1286035.00,2090,30.72,4.30,-2.05
20-February-2019,191.70,192.75,188.40,189.00,189.266211604095563139,2637,81,499095.00,1425,54.04,4.35,-2.70
19-February-2019,190.20,196.25,189.60,190.65,193.627209206740649404,2433,108,471095.00,1122,46.12,6.65,0.45
18-February-2019,192.00,194.00,188.50,191.05,190.683584356410580939,7901,282,1506591.00,2303,29.15,5.50,-0.95
15-February-2019,204.30,205.85,193.70,195.00,195.163646729060762981,105245,540,20539998.00,101565,96.50,12.15,-9.30
14-February-2019,201.10,214.00,192.10,205.50,197.651790242418095141,19718,603,3897298.00,5288,26.82,21.90,4.40
13-February-2019,191.05,195.60,187.10,187.85,192.288797689618483052,6579,260,1265068.00,3385,51.45,8.50,-3.20
12-February-2019,200.00,200.00,185.00,192.05,191.200181948396337804,51663,311,9877975.00,41247,79.84,15.00,-7.95
11-February-2019,207.35,207.35,200.10,202.90,202.881767515923566878,2512,90,509639.00,1717,68.35,7.25,-4.45
8-February-2019,208.95,211.00,205.10,208.75,208.297029702970297029,707,54,147266.00,382,54.03,5.90,-0.20
7-February-2019,208.85,213.95,207.85,213.15,210.619354838709677419,930,44,195876.00,419,45.05,6.10,4.30
6-February-2019,209.10,209.40,204.00,207.60,205.819216757741347905,2196,89,451979.00,404,18.40,5.40,-1.50
5-February-2019,207.25,215.00,206.85,211.50,209.587177121771217712,2168,81,454385.00,1084,50.00,8.15,4.25
4-February-2019,220.00,226.00,206.05,207.15,211.196098049024512256,1999,94,422181.00,755,37.77,19.95,-12.85
1-February-2019,219.05,221.30,209.55,212.95,214.924719618989092026,6509,192,1398945.00,2508,38.53,11.75,-6.10
31-January-2019,235.00,239.80,216.00,219.40,224.033811035784776452,11653,360,2610666.00,6170,52.95,23.80,-15.60
30-January-2019,230.50,234.95,226.50,230.20,230.161038961038961038,385,44,88612.00,157,40.78,8.45,-0.30
29-January-2019,231.50,232.45,230.50,231.50,231.482828282828282828,495,32,114584.00,259,52.32,1.95,0.00
28-January-2019,231.00,231.00,228.10,228.60,229.260909090909090909,1100,53,252187.00,527,47.91,2.90,-2.40
25-January-2019,229.25,232.00,228.20,230.30,230.486132123045890065,1983,48,457054.00,1242,62.63,3.80,1.05
24-January-2019,230.80,230.80,229.00,229.00,229.294444444444444444,180,7,41273.00,100,55.56,1.80,-1.80
23-January-2019,228.00,230.65,225.85,230.00,228.871422813381700927,2481,56,567830.00,803,32.37,4.80,2.00
22-January-2019,231.10,231.75,229.25,230.45,230.699560025141420490,1591,105,367043.00,620,38.97,2.50,-0.65
21-January-2019,236.50,239.20,228.50,232.50,232.412985759111754767,8286,172,1925774.00,4686,56.55,10.70,-4.00
18-January-2019,237.15,239.75,234.10,236.70,237.015267175572519083,1179,67,279441.00,501,42.49,5.65,-0.45
17-January-2019,237.00,240.00,237.00,238.90,238.580174927113702623,1029,34,245499.00,455,44.22,3.00,1.90
16-January-2019,241.15,241.15,233.45,235.05,238.206244503078276165,2274,69,541681.00,811,35.66,7.70,-6.10
15-January-2019,235.40,240.00,233.25,237.75,237.393486385477843032,1873,59,444638.00,316,16.87,6.75,2.35
14-January-2019,232.15,238.90,226.60,236.20,233.867206762944698837,5678,127,1327898.00,2495,43.94,12.30,4.05
11-January-2019,239.00,239.00,232.10,233.15,234.671700743494423791,4304,92,1010027.00,2583,60.01,6.90,-5.85
10-January-2019,238.30,240.50,231.50,239.00,235.999218139171227521,3837,136,905529.00,1725,44.96,9.00,0.70
9-January-2019,246.45,246.45,237.10,238.75,241.707283866575901974,1469,74,355068.00,452,30.77,9.35,-7.70
8-January-2019,248.85,248.85,242.35,243.40,245.462639109697933227,1887,63,463188.00,638,33.81,6.50,-5.45
7-January-2019,244.50,245.75,243.90,244.60,245.011250000000000000,800,51,196009.00,496,62.00,1.85,0.10
4-January-2019,244.10,246.90,243.00,245.70,245.443678160919540229,435,22,106768.00,224,51.49,3.90,1.60
3-January-2019,250.90,251.00,246.00,247.25,248.338682432432432432,1184,53,294033.00,679,57.35,5.00,-3.65
2-January-2019,254.95,256.50,250.00,250.50,251.740880503144654088,795,166,200134.00,518,65.16,6.50,-4.45
1-January-2019,256.95,259.55,256.40,258.60,257.897651006711409395,596,20,153707.00,261,43.79,3.15,1.65
31-December-2018,254.10,261.90,254.10,258.90,259.106143479984145858,12615,254,3268624.00,5820,46.14,7.80,4.80
28-December-2018,252.10,254.50,252.00,253.00,253.355263157894736842,304,15,77020.00,206,67.76,2.50,0.90
27-December-2018,254.25,254.25,250.20,251.45,252.334386519220642443,1899,74,479183.00,497,26.17,4.05,-2.80
26-December-2018,253.05,256.80,253.00,254.35,254.746781115879828326,466,53,118712.00,228,48.93,3.80,1.30
24-December-2018,254.75,256.40,253.95,255.00,255.184426229508196721,732,35,186795.00,255,34.84,2.45,0.25
21-December-2018,256.85,259.00,254.70,257.30,256.849136276391554702,2605,23,669092.00,2190,84.07,4.30,0.45
20-December-2018,257.60,260.95,255.65,256.10,256.545454545454545454,2750,34,705500.00,2456,89.31,5.30,-1.50
19-December-2018,261.10,261.10,255.25,257.20,258.073711488626547653,3473,83,896290.00,1489,42.87,5.85,-3.90
18-December-2018,257.15,262.70,256.45,260.90,259.831460674157303370,2314,89,601250.00,1158,50.04,6.25,3.75
17-December-2018,255.60,259.00,255.40,257.45,257.484307098020280057,2071,65,533250.00,930,44.91,3.60,1.85
14-December-2018,252.50,257.70,251.45,254.15,253.840372226198997852,1397,77,354615.00,371,26.56,6.25,1.65
13-December-2018,256.15,256.15,253.25,253.95,254.202211690363349131,1266,242,321820.00,312,24.64,2.90,-2.20
12-December-2018,248.00,257.00,248.00,256.05,255.545608108108108108,1776,64,453849.00,659,37.11,9.00,8.05
11-December-2018,249.25,251.95,247.25,250.75,249.446058091286307053,482,25,120233.00,189,39.21,4.70,1.50
10-December-2018,245.15,251.75,245.10,248.90,248.932802829354553492,1131,69,281543.00,430,38.02,6.65,3.75
7-December-2018,251.15,251.80,248.30,249.85,249.507050359712230215,3475,103,867037.00,1576,45.35,3.50,-1.30
6-December-2018,249.20,252.00,247.50,248.95,249.430699088145896656,3290,137,820627.00,1458,44.32,4.50,-0.25
5-December-2018,255.15,256.85,250.35,251.15,254.287022449783379283,10156,321,2582539.00,3559,35.04,6.50,-4.00
4-December-2018,249.25,252.30,248.85,250.30,250.375824175824175824,910,45,227842.00,421,46.26,3.45,1.05
3-December-2018,250.55,251.50,248.00,248.65,249.655038759689922480,2838,94,708521.00,1589,55.99,3.50,-1.90
30-November-2018,251.00,258.00,250.05,251.95,254.537028189202102245,10465,542,2663730.00,1705,16.29,7.95,0.95
29-November-2018,250.50,251.00,247.10,248.60,248.693462469733656174,2065,90,513552.00,385,18.64,3.90,-1.90
28-November-2018,249.70,251.50,246.00,248.25,248.661419852232573080,3113,104,774083.00,1353,43.46,5.50,-1.45
27-November-2018,249.20,250.50,247.20,247.90,248.377777777777777777,1125,61,279425.00,550,48.89,3.30,-1.30
26-November-2018,246.85,251.25,246.85,249.05,249.094415226646631605,3993,127,994634.00,924,23.14,4.40,2.20
22-November-2018,247.25,252.55,245.35,246.80,249.530609437336635025,7269,230,1813838.00,1417,19.49,7.20,-0.45
21-November-2018,247.40,251.65,244.75,248.90,248.305173463177115033,8215,246,2039827.00,2155,26.23,6.90,1.50
