Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-March-2019,788.10,790.00,778.25,784.75,784.520605402868624057,68186,2269,53493322.00,14428,21.16,11.75,-3.35
1-March-2019,774.00,789.85,769.00,785.75,778.516676842688173569,70427,1749,54828594.00,14692,20.86,20.85,11.75
28-February-2019,765.80,773.60,761.80,764.75,766.557477239518938968,71176,1621,54560495.00,13356,18.76,11.80,-1.05
27-February-2019,779.00,786.65,765.10,767.70,774.180868448698494222,51402,1663,39794445.00,9373,18.23,21.55,-11.30
26-February-2019,779.75,780.50,764.00,773.40,772.844647115758803396,100217,2000,77452172.00,32019,31.95,16.50,-6.35
25-February-2019,778.75,783.75,770.00,776.60,777.217500877276932401,94041,2043,73090311.00,29660,31.54,13.75,-2.15
22-February-2019,771.00,782.55,766.90,776.85,775.153130468183176134,70293,1848,54487839.00,10641,15.14,15.65,5.85
21-February-2019,760.00,773.00,755.15,770.05,763.823269069572506286,59650,1551,45562058.00,11224,18.82,17.85,10.05
20-February-2019,762.00,769.15,754.00,760.70,761.400730696613785155,81566,1629,62104412.00,27432,33.63,15.15,-1.30
19-February-2019,772.30,773.55,761.00,763.25,765.771533120660536686,53290,1415,40807965.00,8304,15.58,12.55,-9.05
18-February-2019,782.00,785.30,761.15,771.10,770.798559035435965299,68010,1819,52422010.00,8808,12.95,24.15,-10.90
15-February-2019,807.00,808.75,769.85,775.80,779.948728620250834380,124943,3970,97449134.00,27176,21.75,38.90,-31.20
14-February-2019,797.70,812.30,790.65,810.85,803.398609060712308544,86704,1921,69657873.00,14953,17.25,21.65,13.15
13-February-2019,815.00,819.35,783.70,792.50,795.828952251360712518,129344,3878,102935700.00,32667,25.26,35.65,-22.50
12-February-2019,820.00,824.50,808.90,812.85,815.718773373223635003,53480,1661,43624640.00,7453,13.94,15.60,-7.15
11-February-2019,821.00,828.25,808.80,819.20,818.375956795836372940,91843,2385,75162103.00,8450,9.20,19.45,-1.80
8-February-2019,829.95,835.50,805.85,830.40,823.973622027727440471,181553,3222,149594883.00,30069,16.56,29.65,0.45
7-February-2019,825.35,844.35,811.00,821.75,823.633819011350883970,217428,4741,179081054.00,16505,7.59,33.35,-3.60
6-February-2019,841.70,850.50,805.40,841.95,830.120714960235741185,351572,8267,291847200.00,16903,4.81,45.10,0.25
5-February-2019,856.95,856.95,831.70,837.25,839.686650786727949810,119228,2168,100114160.00,38288,32.11,25.25,-19.70
4-February-2019,880.00,887.70,850.85,857.05,867.913213661903659588,95038,2236,82484736.00,12748,13.41,36.85,-22.95
1-February-2019,880.35,886.20,869.00,880.20,879.198082554454651209,124645,2646,109587645.00,26093,20.93,17.20,-0.15
31-January-2019,866.00,885.00,866.00,880.35,879.271128844731000951,189220,5084,166375683.00,31152,16.46,19.00,14.35
30-January-2019,860.00,872.00,860.00,863.10,863.592803933114619259,213978,907,184789861.00,8314,3.89,12.00,3.10
29-January-2019,866.00,874.75,855.45,862.95,869.666814243248371387,126488,1322,110002416.00,76134,60.19,19.30,-3.05
28-January-2019,850.00,869.50,845.00,865.90,862.094865121257084478,123333,3099,106324746.00,24362,19.75,24.50,15.90
25-January-2019,870.00,878.00,856.00,863.00,867.466894097795385349,54522,1285,47296030.00,7179,13.17,22.00,-7.00
24-January-2019,864.25,870.00,858.70,867.40,864.893817434492207569,35034,919,30300690.00,7923,22.62,11.30,3.15
23-January-2019,864.00,873.10,860.00,864.25,865.617973197343453510,33728,808,29195563.00,4387,13.01,13.10,0.25
22-January-2019,865.05,872.00,851.50,863.20,859.601712305725627396,59452,1182,51105041.00,8068,13.57,20.50,-1.85
21-January-2019,856.00,879.10,856.00,865.50,870.417826455282585017,99156,2170,86307150.00,13268,13.38,23.10,9.50
18-January-2019,861.50,866.60,852.00,859.60,859.233727661716586961,59595,2010,51206034.00,8772,14.72,14.60,-1.90
17-January-2019,867.00,874.60,859.95,868.30,867.172685629061467987,84483,1860,73261350.00,12258,14.51,14.65,1.30
16-January-2019,845.50,865.20,845.50,862.55,858.935080024399453916,68854,1513,59141116.00,13576,19.72,19.70,17.05
15-January-2019,835.00,851.60,834.95,848.45,846.240575495185846167,45387,1162,38408321.00,10786,23.76,16.65,13.45
14-January-2019,839.00,840.40,829.00,834.95,833.798627473407297266,43715,933,36449507.00,12788,29.25,11.40,-4.05
11-January-2019,838.20,839.95,829.00,837.85,834.973869482805307338,29544,728,24668468.00,7117,24.09,10.95,-0.35
10-January-2019,835.00,842.00,833.40,838.20,837.524153914888864067,35812,734,29993415.00,11720,32.73,8.60,3.20
9-January-2019,847.95,847.95,830.60,836.65,836.207406860210287853,40611,1102,33959219.00,7467,18.39,17.35,-11.30
8-January-2019,829.80,847.15,815.00,841.45,831.813468650018697801,96268,1925,80077019.00,15900,16.52,32.15,11.65
7-January-2019,834.00,835.00,818.15,820.90,825.369032693605940785,41476,1078,34233006.00,10561,25.46,16.85,-13.10
4-January-2019,829.60,832.10,820.35,828.80,827.500727718957792300,35041,969,28996453.00,7777,22.19,11.75,-0.80
3-January-2019,843.70,843.70,818.60,820.05,821.767945025487010130,340958,2179,280188355.00,290780,85.28,25.10,-23.65
2-January-2019,840.00,847.35,826.55,832.60,836.179694879354266250,69874,1848,58427220.00,10833,15.50,20.80,-7.40
1-January-2019,853.00,853.00,840.10,842.30,845.824698805504618601,58351,1294,49354717.00,8290,14.21,12.90,-10.70
31-December-2018,845.00,856.00,837.60,845.60,845.462955817094346903,51830,1096,43820345.00,15537,29.98,18.40,0.60
28-December-2018,841.80,851.90,835.90,839.05,844.317863459497700742,56540,1267,47737732.00,10499,18.57,16.00,-2.75
27-December-2018,835.00,841.95,830.55,837.30,836.060524917215158824,48922,1201,40901753.00,9909,20.25,11.40,2.30
26-December-2018,830.00,839.60,817.35,833.15,828.417890504766108731,83821,2146,69438816.00,9060,10.81,22.25,3.15
24-December-2018,861.00,875.45,832.45,838.05,849.800543267365153279,219045,5418,186144560.00,27084,12.36,43.00,-22.95
21-December-2018,859.70,867.55,853.40,857.35,859.430898630064178370,75259,1766,64679910.00,12430,16.52,14.15,-2.35
20-December-2018,841.90,859.90,841.60,855.10,852.964609594631359390,88216,1862,75245126.00,14587,16.54,18.30,13.20
19-December-2018,847.00,850.50,838.35,841.90,842.863212283490921261,47804,1080,40292233.00,9148,19.14,12.15,-5.10
18-December-2018,847.00,848.40,837.60,844.40,842.035573948666499456,95688,1345,80572700.00,23870,24.95,10.80,-2.60
17-December-2018,841.00,855.00,840.50,847.80,848.827768287001087125,77268,1537,65587224.00,10736,13.89,14.50,6.80
14-December-2018,851.90,857.55,831.25,842.80,841.831425060848196467,127777,2868,107566694.00,8125,6.36,26.30,-9.10
13-December-2018,811.00,853.00,806.35,846.25,832.091878086945590361,302281,5964,251525565.00,35949,11.89,46.65,35.25
12-December-2018,843.15,847.00,813.60,821.85,822.859095971897528794,163402,3691,134456822.00,31962,19.56,33.40,-21.30
11-December-2018,804.90,842.00,803.00,835.35,824.856787317567948308,106478,2573,87829101.00,10418,9.78,39.00,30.45
10-December-2018,840.00,840.50,810.95,815.05,825.091331834599631329,227303,4277,187545735.00,16598,7.30,29.55,-24.95
7-December-2018,855.00,857.00,832.20,839.90,842.055940195171446477,67018,1552,56432905.00,14761,22.03,24.80,-15.10
6-December-2018,855.00,868.40,843.00,844.85,851.851209843917747130,121090,2542,103150663.00,29654,24.49,25.40,-10.15
5-December-2018,889.00,889.20,849.60,859.05,865.351613528332212431,175454,3759,151829402.00,15645,8.92,39.60,-29.95
4-December-2018,902.00,905.90,880.00,888.05,891.545585897991619708,48447,1296,43192709.00,8226,16.98,25.90,-13.95
3-December-2018,885.00,902.00,870.55,898.25,890.446583876056793819,123605,2574,110063650.00,18614,15.06,31.45,13.25
30-November-2018,868.00,889.00,866.10,884.50,881.402012436404748445,88450,1845,77960008.00,11902,13.46,22.90,16.50
29-November-2018,864.65,893.00,861.25,865.15,877.799458454512493346,129629,3935,113788266.00,22106,17.05,31.75,0.50
28-November-2018,839.00,867.50,830.00,864.60,856.404357637830001454,213143,5603,182536594.00,35952,16.87,37.50,25.60
27-November-2018,848.70,856.55,842.25,849.05,849.214867645388101339,396095,1864,336369763.00,11718,2.96,14.30,0.35
26-November-2018,849.00,854.20,834.10,844.80,845.581635632258483098,61652,1221,52131799.00,12894,20.91,20.10,-4.20
22-November-2018,854.75,855.55,845.00,850.80,850.472279523694356318,70291,1195,59780547.00,8139,11.58,10.55,-3.95
21-November-2018,854.40,857.40,846.40,849.95,850.186582753887690613,530392,1483,450932162.00,448597,84.58,11.00,-4.45
20-November-2018,862.80,862.85,843.15,848.75,852.565196783472803347,61184,848,52163349.00,28806,47.08,19.70,-14.05
19-November-2018,865.55,874.80,851.60,855.95,856.900251983076856502,300417,1239,257427403.00,13527,4.50,23.20,-9.60
16-November-2018,855.00,869.00,854.05,863.45,862.966137056652222757,105927,2104,91411414.00,16206,15.30,14.95,8.45
15-November-2018,836.00,854.55,836.00,852.60,849.516106967199765479,61402,1340,52161988.00,15158,24.69,18.55,16.60
14-November-2018,855.00,859.95,831.20,841.30,840.239047150715323124,87443,1898,73473023.00,21638,24.75,28.75,-13.70
13-November-2018,862.00,865.10,847.90,853.15,855.243085627244043085,45955,1086,39302696.00,6727,14.64,17.20,-8.85
12-November-2018,856.00,876.00,854.20,860.50,866.230676538547541553,80498,1867,69729837.00,15631,19.42,21.80,4.50
9-November-2018,850.00,859.50,848.45,854.20,854.330585728755544689,57262,1197,48920678.00,13762,24.03,11.05,4.20
7-November-2018,858.00,858.00,851.05,852.40,852.671978542126853897,6338,327,5404235.00,3917,61.80,6.95,-5.60
6-November-2018,841.90,855.60,838.55,850.75,850.082539265295393310,60868,1361,51742824.00,10382,17.06,17.05,8.85
5-November-2018,851.00,861.00,843.90,853.45,851.974059101690111431,67037,1357,57113785.00,7872,11.74,17.10,2.45
2-November-2018,860.00,864.15,845.00,849.40,854.494847982310668877,90450,2011,77289059.00,20319,22.46,19.15,-10.60
1-November-2018,879.95,880.00,849.00,852.20,860.359293294657916602,200989,4813,172922754.00,43460,21.62,31.00,-27.75
31-October-2018,880.00,914.00,866.25,888.95,889.023756627707537638,383051,7232,340541439.00,98265,25.65,47.75,8.95
30-October-2018,886.00,888.00,872.40,876.50,878.886840003549560741,56345,1591,49520879.00,9731,17.27,15.60,-9.50
29-October-2018,856.00,893.50,855.75,885.90,884.669911449577390590,516316,3831,456769230.00,398446,77.17,37.75,29.90
26-October-2018,853.80,862.00,839.20,854.15,854.266421379880779213,70122,1733,59902870.00,8936,12.74,22.80,0.35
25-October-2018,850.00,872.70,848.00,852.40,861.244661789444857399,127805,2675,110071374.00,28024,21.93,24.70,2.40
24-October-2018,859.80,863.85,842.50,859.35,853.469831736860777456,78924,2366,67359253.00,16570,20.99,21.35,-0.45
23-October-2018,877.10,879.40,848.00,851.30,862.759076135813567526,86766,2344,74858154.00,18480,21.30,31.40,-25.80
22-October-2018,882.00,894.70,876.40,882.10,885.944138168662244810,92872,2513,82279404.00,12657,13.63,18.30,0.10
19-October-2018,893.00,905.25,859.20,877.60,882.989911475339558877,139961,3617,123584151.00,13093,9.35,46.05,-15.40
17-October-2018,900.00,908.00,885.85,895.40,897.509765500396452885,109723,2533,98477464.00,17582,16.02,22.15,-4.60
16-October-2018,889.80,910.00,889.80,895.40,899.835686329907015779,120343,2843,108288926.00,18410,15.30,20.20,5.60
15-October-2018,850.00,889.15,850.00,880.45,871.164369053589151011,570302,5342,496826782.00,420573,73.75,39.15,30.45
12-October-2018,843.80,852.00,836.50,845.35,845.768426817580210852,87644,2002,74126528.00,9438,10.77,15.50,1.55
11-October-2018,849.00,861.80,833.50,837.75,845.869549306083382597,106569,2434,90143472.00,14561,13.66,28.30,-11.25
10-October-2018,875.00,884.45,855.55,859.35,868.858360697723343730,109327,2411,94989678.00,18422,16.85,28.90,-15.65
9-October-2018,855.00,879.90,845.50,865.50,861.783250719004763638,134561,3339,115962416.00,21271,15.81,34.40,10.50
8-October-2018,838.00,854.50,818.90,847.30,838.178406770953044089,147926,3359,123988379.00,17814,12.04,35.60,9.30
5-October-2018,854.90,866.25,830.05,839.00,849.200967253233888824,171620,4318,145739870.00,31537,18.38,36.20,-15.90
4-October-2018,893.25,895.00,843.50,852.55,864.507220081272773620,200067,4370,172959366.00,50243,25.11,51.50,-40.70
3-October-2018,901.00,914.20,891.70,898.10,902.907802960608848373,119570,3143,107960686.00,29841,24.96,22.50,-2.90
1-October-2018,909.90,909.90,879.35,898.10,890.606734357372212097,115230,3027,102624614.00,26583,23.07,30.55,-11.80
28-September-2018,896.90,917.75,883.10,900.70,902.010650526465387878,239237,5268,215794322.00,53980,22.56,34.65,3.80
27-September-2018,895.00,902.00,874.00,896.85,886.476245772429709839,137786,3746,122144016.00,34883,25.32,28.00,1.85
26-September-2018,893.00,909.00,885.00,889.50,896.729348768807270259,132595,3167,118901828.00,18728,14.12,24.00,-3.50
25-September-2018,860.00,885.00,858.40,880.65,873.016479238971566908,199099,4566,173816708.00,26167,13.14,26.60,20.65
24-September-2018,899.95,920.00,851.45,859.05,876.083691476424741584,289456,5493,253587681.00,54399,18.79,68.55,-40.90
21-September-2018,916.65,931.50,851.00,889.75,903.328566163489269357,388001,8434,350492387.00,87089,22.45,80.50,-26.90
19-September-2018,935.00,941.10,902.00,909.00,917.688860430066791299,242846,4846,222857069.00,37122,15.29,39.10,-26.00
18-September-2018,958.45,963.00,927.00,929.70,944.868867710877296069,163377,3720,154369841.00,29692,18.17,36.00,-28.75
17-September-2018,964.00,977.95,943.30,948.75,960.703786254373095587,177220,4138,170255925.00,24676,13.92,34.65,-15.25
14-September-2018,975.00,979.90,961.20,966.40,970.555562259467240138,232037,5035,225204801.00,32699,14.09,18.70,-8.60
12-September-2018,937.90,960.00,922.00,956.35,944.263374017325740747,202127,4876,190861123.00,29756,14.72,38.00,18.45
11-September-2018,952.00,959.05,933.00,939.60,947.647443093502815101,231608,4619,219482729.00,24778,10.70,26.05,-12.40
10-September-2018,965.10,986.00,940.50,944.20,965.263795403253629733,455061,9669,439253908.00,83386,18.32,45.50,-20.90
7-September-2018,920.00,961.10,908.00,956.65,942.729243459029390900,431358,8866,406653801.00,84780,19.65,53.10,36.65
6-September-2018,906.55,923.00,904.55,919.35,915.924332209778550976,220728,4161,202170146.00,35423,16.05,18.45,12.80
5-September-2018,917.00,927.10,896.80,903.15,906.895718876659295500,319262,4397,289537341.00,119105,37.31,30.30,-13.85
4-September-2018,937.55,944.95,908.00,917.30,922.947743984684331897,206847,3854,190908972.00,27153,13.13,36.95,-20.25
3-September-2018,934.00,958.00,930.00,935.20,947.913243188400450109,325254,6921,308312574.00,54295,16.69,28.00,1.20
31-August-2018,897.20,939.80,880.10,932.55,925.456840700377411856,452556,10213,418821046.00,138985,30.71,59.70,35.35
30-August-2018,887.00,899.75,880.25,893.65,890.872676307425260664,85263,2557,75958477.00,20856,24.46,19.50,6.65
29-August-2018,899.10,905.00,883.00,887.40,895.562660182115584790,228646,3867,204766820.00,35072,15.34,22.00,-11.70
28-August-2018,910.10,919.00,896.95,901.75,910.604459490456943532,126427,2537,115124990.00,33800,26.73,22.05,-8.35
27-August-2018,915.00,918.50,906.05,907.65,909.264166639539636208,276477,3167,251390629.00,127128,45.98,12.45,-7.35
24-August-2018,906.00,914.65,885.60,907.15,899.061824504869547183,376113,5990,338148840.00,31065,8.26,29.05,1.15
23-August-2018,900.00,916.85,892.80,903.65,906.546400111841185516,357650,7492,324226320.00,63501,17.76,24.05,3.65
21-August-2018,868.05,892.00,865.50,889.20,878.664576310186013725,273797,5270,240575725.00,30350,11.08,26.50,21.15
20-August-2018,885.70,891.80,867.10,869.80,874.535023878596798370,258181,3706,225788327.00,19467,7.54,24.70,-15.90
17-August-2018,854.70,882.00,851.00,879.35,872.336985421318853984,258391,5976,225404026.00,55808,21.60,31.00,24.65
16-August-2018,833.15,851.60,825.70,849.35,839.106063900277467180,193176,3841,162095153.00,36125,18.70,25.90,16.20
14-August-2018,816.00,835.00,808.00,832.50,820.443558551768595995,311801,6091,255815122.00,48767,15.64,27.00,16.50
13-August-2018,805.00,818.40,802.00,811.25,812.381094425889571594,117669,2410,95592071.00,24024,20.42,16.40,6.25
10-August-2018,827.00,829.10,805.30,808.05,813.954611057008540421,285466,5797,232356367.00,48631,17.04,23.80,-18.95
9-August-2018,814.70,843.20,805.10,820.75,827.949532690464038142,660269,11006,546669410.00,54919,8.32,38.10,6.05
8-August-2018,879.85,884.00,818.10,825.85,849.948663704623227837,844237,16864,717558110.00,108506,12.85,65.90,-54.00
7-August-2018,873.00,888.30,857.10,865.05,867.340080793887766751,227740,3981,197528030.00,23708,10.41,31.20,-7.95
6-August-2018,892.00,897.00,869.15,871.85,880.879277091460408078,298129,4016,262615658.00,55012,18.45,27.85,-20.15
3-August-2018,868.50,894.00,864.40,886.25,882.283114905598038699,417682,4811,368513776.00,157330,37.67,29.60,17.75
2-August-2018,845.00,867.00,842.50,865.00,859.832645760486725099,235369,4750,202377950.00,63677,27.05,24.50,20.00
1-August-2018,828.80,846.50,825.60,842.40,841.331425552864680943,514909,4400,433209123.00,52488,10.19,20.90,13.60
31-July-2018,828.00,830.30,815.80,821.35,822.309971459017981563,134193,2464,110348242.00,33584,25.03,14.50,-6.65
30-July-2018,816.50,836.10,810.80,820.35,824.883526070908061923,199667,3823,164702019.00,59096,29.60,25.30,3.85
27-July-2018,816.60,824.90,811.00,815.40,817.972196340974300435,162065,2937,132564664.00,38178,23.56,13.90,-1.20
26-July-2018,797.00,817.00,793.15,814.55,810.282111906382822131,108698,2494,88076045.00,26506,24.38,23.85,17.55
25-July-2018,821.10,823.00,796.20,800.00,806.133312063731461608,103434,2635,83381593.00,34361,33.22,26.80,-21.10
24-July-2018,804.10,825.95,799.65,821.10,818.106206751004684564,672848,3207,550461125.00,528920,78.61,26.30,17.00
23-July-2018,802.00,805.90,793.45,799.80,798.105735822743721371,166358,2521,132771274.00,23182,13.94,12.45,-2.20
20-July-2018,800.00,802.60,792.60,800.30,798.885692957765770207,146019,2640,116652490.00,29939,20.50,10.00,0.30
19-July-2018,812.00,813.80,788.90,795.25,807.012979818282544044,500007,3292,403512139.00,382769,76.55,24.90,-16.75
18-July-2018,823.80,826.65,800.00,809.80,810.488066493548566713,197553,4689,160114349.00,38278,19.38,26.65,-14.00
17-July-2018,821.00,831.75,811.00,828.25,825.615872966596299515,193272,3910,159568431.00,30274,15.66,20.75,7.25
16-July-2018,865.05,869.95,815.05,818.45,844.008143657818002343,660514,5420,557479195.00,482202,73.00,54.90,-46.60
13-July-2018,886.00,892.50,862.50,865.20,873.426125511235271397,189003,4031,165080158.00,35770,18.93,30.00,-20.80
12-July-2018,900.05,909.00,882.60,885.25,896.320179198028553826,149332,3017,133849285.00,31825,21.31,26.40,-14.80
11-July-2018,902.10,914.40,896.25,901.10,906.563025210084033613,176596,3446,160095404.00,25886,14.66,18.15,-1.00
10-July-2018,919.00,920.65,900.05,903.20,905.755933325025460764,232711,4612,210779369.00,121623,52.26,20.60,-15.80
9-July-2018,920.00,929.65,909.40,911.95,919.328183243337397665,114820,2447,105557262.00,21673,18.88,20.25,-8.05
6-July-2018,920.20,939.00,910.95,915.80,928.172798389976304086,154035,3243,142971097.00,22591,14.67,28.05,-4.40
5-July-2018,939.00,945.85,916.95,922.25,934.634901548991550460,183797,4318,171783091.00,28332,15.41,28.90,-16.75
4-July-2018,908.00,937.40,908.00,933.45,926.638657643678499997,338986,13317,314117532.00,79837,23.55,29.40,25.45
3-July-2018,885.95,907.00,880.45,902.90,897.989028679488276744,245367,3636,220336874.00,18005,7.34,26.55,16.95
2-July-2018,904.85,905.00,885.00,888.05,891.784027823133694729,122488,2402,109232842.00,22107,18.05,20.00,-16.80
29-June-2018,900.50,912.60,894.90,903.70,904.774470849511262860,198573,4349,179663781.00,40350,20.32,17.70,3.20
28-June-2018,885.35,908.75,882.05,895.05,898.547538347352795645,161680,3598,145277166.00,22284,13.78,26.70,9.70
27-June-2018,902.50,908.00,878.40,892.30,890.513119181616548727,132554,3009,118041076.00,19934,15.04,29.60,-10.20
26-June-2018,915.10,921.35,900.00,902.20,909.339336280795969229,129603,2619,117853106.00,24965,19.26,21.35,-12.90
25-June-2018,907.00,920.00,905.00,914.05,911.631755466133530288,628232,4131,572716241.00,54436,8.66,15.00,7.05
22-June-2018,897.00,908.60,882.00,904.90,897.860806871536972340,224695,3985,201744834.00,37186,16.55,26.60,7.90
21-June-2018,903.00,907.45,891.65,898.85,898.294694856220773981,175999,2643,158098968.00,18294,10.39,15.80,-4.15
20-June-2018,903.55,912.90,896.10,899.85,902.278426210326166447,136740,2546,123377552.00,19071,13.95,16.80,-3.70
19-June-2018,903.00,920.60,894.10,898.30,906.487671787859797051,315942,6398,286397528.00,32713,10.35,26.50,-4.70
18-June-2018,911.00,917.00,887.75,902.30,901.619262192913552489,212603,5035,191686960.00,33892,15.94,29.25,-8.70
15-June-2018,909.65,923.10,905.00,910.40,914.926498459953422981,465895,9838,426259681.00,63217,13.57,18.10,0.75
14-June-2018,876.25,904.00,863.50,898.70,884.904871115787645606,391553,9505,346487157.00,66827,17.07,40.50,22.45
13-June-2018,863.00,880.80,861.00,869.60,872.666135113180168768,466557,16689,407148494.00,118781,25.46,19.80,6.60
12-June-2018,819.00,862.70,812.40,854.30,840.595831388936025793,1131456,42346,951097197.00,478006,42.25,50.30,35.30
11-June-2018,814.45,829.10,805.25,807.65,816.453665193002950684,198598,4290,162146065.00,28998,14.60,23.85,-6.80
8-June-2018,766.00,824.00,764.00,810.80,801.746370221788023031,384872,7665,308569729.00,74804,19.44,60.00,44.80
7-June-2018,772.50,775.75,762.70,767.40,769.486268563654914408,70568,1996,54301107.00,12591,17.84,13.05,-5.10
6-June-2018,755.00,776.45,755.00,769.20,769.763410736890161655,96378,1792,74188258.00,10278,10.66,21.45,14.20
5-June-2018,773.05,776.80,746.00,758.50,763.530845834572833000,70593,1774,53899933.00,15753,22.32,30.80,-14.55
4-June-2018,763.50,779.50,753.60,772.40,771.548496667720814739,85377,1878,65872496.00,14480,16.96,25.90,8.90
1-June-2018,770.25,781.95,761.60,763.10,769.638470737197523916,56864,1248,43764722.00,14207,24.98,20.35,-7.15
31-May-2018,780.00,784.40,762.00,768.00,773.983542659159809441,60034,1356,46465328.00,17012,28.34,22.40,-12.00
30-May-2018,778.70,789.35,772.00,778.25,780.302630453378956372,46760,1117,36486951.00,11886,25.42,17.35,-0.45
29-May-2018,781.95,798.00,769.00,780.80,786.142626523528936960,111501,2622,87655689.00,25744,23.09,29.00,-1.15
28-May-2018,749.85,785.00,748.95,781.95,773.941147502190499945,156357,3174,121011116.00,39932,25.54,36.05,32.10
25-May-2018,743.00,748.50,734.25,747.00,741.087250407893714552,77226,1843,57231204.00,14886,19.28,14.25,4.00
24-May-2018,735.40,746.80,729.45,742.10,741.736733637420274850,102383,2267,75941232.00,18704,18.27,17.35,6.70
23-May-2018,741.10,749.25,732.00,733.95,741.448611232804696398,79891,1562,59235071.00,14910,18.66,17.25,-7.15
22-May-2018,730.00,745.00,726.30,739.90,734.877824092827555567,76529,2507,56239465.00,24872,32.50,18.70,9.90
21-May-2018,748.75,748.75,732.00,735.70,739.031118358472618562,80949,1871,59823830.00,19473,24.06,16.75,-13.05
18-May-2018,767.80,767.80,742.00,743.55,752.487551379917792131,68120,1772,51259452.00,23702,34.79,25.80,-24.25
17-May-2018,774.00,774.00,754.25,763.20,761.007428650840776723,158306,2452,120472042.00,18913,11.95,19.75,-10.80
16-May-2018,750.85,771.90,750.00,766.75,763.370877932106837342,210301,4563,160537659.00,29061,13.82,21.90,15.90
15-May-2018,752.50,772.20,723.55,750.85,751.857217814487443239,457403,11626,343901747.00,45227,9.89,48.65,-1.65
14-May-2018,745.00,776.85,745.00,754.35,762.554684492352920589,85719,2065,65365425.00,13866,16.18,31.85,9.35
11-May-2018,759.00,760.10,744.50,751.80,750.125455133038888290,92830,4168,69634146.00,32853,35.39,15.60,-7.20
10-May-2018,763.00,772.50,752.60,756.00,764.574174858080613560,59717,1663,45658076.00,18060,30.24,19.90,-7.00
9-May-2018,778.00,782.00,759.00,762.30,769.496403795550594051,62705,2699,48251272.00,27170,43.33,23.00,-15.70
8-May-2018,784.00,787.00,773.00,775.40,778.305151635544960932,75510,1725,58769822.00,16288,21.57,14.00,-8.60
7-May-2018,788.00,788.00,763.80,774.65,773.820249742051262842,293663,3498,227242376.00,36971,12.59,24.20,-13.35
4-May-2018,803.00,821.90,788.90,794.70,796.454190686309396721,84306,1773,67145867.00,20747,24.61,33.00,-8.30
3-May-2018,799.00,800.90,785.50,797.35,794.833705823828817787,69353,1597,55124102.00,11792,17.00,15.40,-1.65
2-May-2018,812.00,820.00,797.00,800.10,806.676617110067814293,76680,1575,61855963.00,19202,25.04,23.00,-11.90
30-April-2018,802.00,819.60,802.00,811.70,812.898233918581967107,77403,1964,62920762.00,18663,24.11,17.60,9.70
27-April-2018,796.80,806.50,788.00,801.65,798.965728241324709481,74522,1838,59540524.00,12484,16.75,18.50,4.85
26-April-2018,818.45,819.35,793.00,795.25,803.689986774985830341,105860,2305,85078622.00,27330,25.82,26.35,-23.20
25-April-2018,818.00,824.85,810.00,812.40,816.581034710307509568,60616,1342,49497876.00,12593,20.78,14.85,-5.60
24-April-2018,818.00,832.25,814.95,819.10,824.566446342369105087,134650,3445,111027872.00,29397,21.83,17.30,1.10
23-April-2018,799.00,817.45,797.40,811.70,809.790455382909689726,122666,3213,99333756.00,31266,25.49,20.05,12.70
20-April-2018,791.50,800.35,786.00,798.35,795.479805556356922366,69326,1583,55147433.00,14415,20.79,14.35,6.85
19-April-2018,793.00,795.15,783.35,790.10,788.348003461490913586,64712,1248,51015576.00,18155,28.06,11.80,-2.90
18-April-2018,812.50,812.95,789.00,790.55,799.651066414554574756,102071,1858,81621184.00,34054,33.36,23.95,-21.95
17-April-2018,797.70,807.20,795.30,804.30,803.662969502282856409,128567,2568,103324537.00,25671,19.97,11.90,6.60
16-April-2018,778.00,797.10,771.75,793.35,791.874922569308370099,79103,2088,62639682.00,18623,23.54,25.35,15.35
13-April-2018,774.00,782.95,774.00,781.35,780.632974078019331396,406489,1973,317318717.00,351589,86.49,8.95,7.35
12-April-2018,789.95,791.00,772.00,773.80,777.659328557317862373,88079,2384,68495456.00,30420,34.54,19.00,-16.15
11-April-2018,789.80,798.40,781.20,789.90,789.370204059212875230,72822,1787,57483517.00,15381,21.12,17.20,0.10
10-April-2018,796.25,815.00,784.10,788.95,793.108307149352227814,111073,2922,88092919.00,23120,20.82,30.90,-7.30
9-April-2018,811.00,818.45,791.00,794.20,802.468555405456316636,185803,6133,149101065.00,63146,33.99,27.45,-16.80
6-April-2018,787.00,842.45,785.80,809.80,817.050083630034320406,529714,12946,432802868.00,64002,12.08,56.65,22.80
5-April-2018,777.00,789.25,777.00,786.00,785.569481974179542252,43299,1155,34014373.00,11590,26.77,12.25,9.00
4-April-2018,795.00,796.30,771.40,774.50,784.691487349838429850,121619,3111,95433394.00,22249,18.29,24.90,-20.50
3-April-2018,774.50,798.10,766.65,788.55,788.655645992241039507,144607,3433,114045127.00,29518,20.41,31.45,14.05
2-April-2018,745.00,780.20,740.05,775.40,762.438996291093421336,134541,3481,102579305.00,24518,18.22,40.15,30.40
28-March-2018,749.90,755.00,733.00,736.40,745.559665390042330175,99220,2997,73974430.00,32542,32.80,22.00,-13.50
27-March-2018,744.00,752.00,742.00,748.10,748.218965311242980604,75327,1788,56361090.00,26196,34.78,10.00,4.10
